Date,Open,High,Low,Close,Volume
2015-01-02 00:00:00-05:00,24.648443422251393,24.659508126434403,23.754469685489944,24.19260597229004,212818400
2015-01-05 00:00:00-05:00,23.962471339063004,24.042132473375155,23.325183952802462,23.511058807373047,257142000
2015-01-06 00:00:00-05:00,23.575231527032173,23.772171094232995,23.152584838795235,23.513273239135742,263188400
2015-01-07 00:00:00-05:00,23.721272554884127,23.942553088747736,23.610632287952324,23.84297752380371,160423600
2015-01-08 00:00:00-05:00,24.170479219019555,24.816618126764887,24.053199089993452,24.759084701538086,237458000
2015-01-09 00:00:00-05:00,24.931677361721775,25.06002047662429,24.387327450645735,24.785633087158203,214798000
2015-01-12 00:00:00-05:00,24.916189558785653,24.922827705158852,24.075324482860438,24.17490005493164,198603200
2015-01-13 00:00:00-05:00,24.65729859254091,24.960453637883806,24.099672194711648,24.389549255371094,268367600
2015-01-14 00:00:00-05:00,24.128432366224875,24.449288501616856,24.008940661725582,24.296606063842773,195826400
2015-01-15 00:00:00-05:00,24.34086016459694,24.35413645717828,23.60178394813456,23.637187957763672,240056000
2015-01-16 00:00:00-05:00,23.68365559685356,23.805360567456344,23.27871180910595,23.453523635864258,314053200
2015-01-20 00:00:00-05:00,23.862891151189643,24.112939226436037,23.566376056234642,24.057619094848633,199599600
2015-01-21 00:00:00-05:00,24.108511847532693,24.575413877251222,23.958041027221938,24.241281509399414,194303600
2015-01-22 00:00:00-05:00,24.39839463484841,24.88742446217416,24.278902931738003,24.87193489074707,215185600
2015-01-23 00:00:00-05:00,24.849813311808354,25.170669522737423,24.679426295780132,25.00028419494629,185859200
2015-01-26 00:00:00-05:00,25.168448176577243,25.305642719304203,24.960445616732773,25.02682876586914,222460000
2015-01-27 00:00:00-05:00,24.87636428093233,24.88964226473819,24.12622319302464,24.150564193725586,382274800
2015-01-28 00:00:00-05:00,26.02923430226332,26.13766300317951,25.5158634185791,25.5158634185791,585908400
2015-01-29 00:00:00-05:00,25.73935461660109,26.374430430207553,25.571180918654623,26.310258865356445,337745600
2015-01-30 00:00:00-05:00,26.199623217911753,26.553671838105764,25.85663761470809,25.925235748291016,334982000
2015-02-02 00:00:00-05:00,26.122171630877833,26.370004785647765,25.68624864341562,26.250513076782227,250956400
2015-02-03 00:00:00-05:00,26.2217437998551,26.352298507154856,26.02480425574212,26.25493621826172,207662800
2015-02-04 00:00:00-05:00,26.221747684954753,26.666522105734966,26.179703836194584,26.4563045501709,280598800
2015-02-05 00:00:00-05:00,26.662908809726655,26.709562617574388,26.491851062250362,26.645137786865234,168984800
2015-02-06 00:00:00-05:00,26.66291187455073,26.714008020262256,26.314130299171573,26.420764923095703,174826400
2015-02-09 00:00:00-05:00,26.336342353208384,26.622919358205184,26.30968327825307,26.596261978149414,155559200
2015-02-10 00:00:00-05:00,26.696235296315404,27.136100789446896,26.694014977515135,27.107219696044922,248034000
2015-02-11 00:00:00-05:00,27.273835515569395,27.75146677384439,27.213854704018523,27.74258041381836,294247200
2015-02-12 00:00:00-05:00,28.004714549879026,28.320174313577628,27.895859634991865,28.093576431274414,297898000
2015-02-13 00:00:00-05:00,28.27574571104656,28.27574571104656,27.913635495070917,28.23131561279297,217088800
2015-02-17 00:00:00-05:00,28.32239314213835,28.63118854509799,28.195765518652458,28.397926330566406,252609600
2015-02-18 00:00:00-05:00,28.3534935268434,28.608970777658705,28.313505768499276,28.59564208984375,179566800
2015-02-19 00:00:00-05:00,28.542326041783866,28.664511338711634,28.50900431980301,28.535661697387695,149449600
2015-02-20 00:00:00-05:00,28.57342633827766,28.768922805786133,28.44680040985868,28.768922805786133,195793600
2015-02-23 00:00:00-05:00,28.884443602656212,29.54646110534668,28.804468083621224,29.54646110534668,283896400
2015-02-24 00:00:00-05:00,29.533131393210645,29.679753737991085,29.13991815577165,29.362071990966797,276912400
2015-02-25 00:00:00-05:00,29.22656760722152,29.235455661833292,28.469021967049812,28.6112003326416,298846800
2015-02-26 00:00:00-05:00,28.611191004310385,29.07327138927791,28.126897269655064,28.973302841186523,365150000
2015-02-27 00:00:00-05:00,28.88000304082967,29.00663237357377,28.4890134507584,28.537887573242188,248059200
2015-03-02 00:00:00-05:00,28.713384708226034,28.94220289932046,28.502339231657224,28.677839279174805,192386800
2015-03-03 00:00:00-05:00,28.648957593829557,28.773363188382582,28.45568146890777,28.737817764282227,151265200
2015-03-04 00:00:00-05:00,28.680063529790168,28.78225240299768,28.506783797135036,28.555654525756836,126665200
2015-03-05 00:00:00-05:00,28.56454146409485,28.602307210529034,27.93806769628933,28.082468032836914,226068400
2015-03-06 00:00:00-05:00,28.524551645020985,28.74004114058892,28.049144258829877,28.124675750732422,291368400
2015-03-09 00:00:00-04:00,28.426804519875816,28.78447402467503,27.782558059471576,28.244638442993164,354114000
2015-03-10 00:00:00-04:00,28.08246823773491,28.262412309033678,27.502646569217422,27.660375595092773,275426400
2015-03-11 00:00:00-04:00,27.713700388416324,27.718142720878983,27.127214199155254,27.15609359741211,275756000
2015-03-12 00:00:00-04:00,27.171637920724486,27.74701729622156,27.020573228981956,27.64704704284668,193450800
2015-03-13 00:00:00-04:00,27.635941344171023,27.858095210772237,27.231621374752795,27.455995559692383,207309200
2015-03-16 00:00:00-04:00,27.520418841684812,27.75812339782715,27.296044669322946,27.75812339782715,143497200
2015-03-17 00:00:00-04:00,27.969175876729444,28.284634002627094,27.91363740266719,28.222431182861328,204092400
2015-03-18 00:00:00-04:00,28.213539383994842,28.69339252092788,28.073583066505737,28.54010581970215,261083600
2015-03-19 00:00:00-04:00,28.602309713176652,28.71338664410161,28.30240233865916,28.324617385864258,183238000
2015-03-20 00:00:00-04:00,28.491236645908533,28.524558373785165,27.80478193325487,27.969175338745117,274780400
2015-03-23 00:00:00-04:00,28.240201742859963,28.40237312558268,28.106908059378792,28.260194778442383,150838800
2015-03-24 00:00:00-04:00,28.264641425158008,28.444583846778304,28.11579702412687,28.144678115844727,131369200
2015-03-25 00:00:00-04:00,28.111344889769256,28.173547688857134,27.409337997436523,27.409337997436523,206620800
2015-03-26 00:00:00-04:00,27.27161409154305,27.742579289537534,27.236068652879418,27.600400924682617,190291600
2015-03-27 00:00:00-04:00,27.67371145080698,27.702590847847198,27.304936855548284,27.380468368530273,158184800
2015-03-30 00:00:00-04:00,27.55819046558957,28.080251763054054,27.54708209323727,28.07358741760254,188398800
2015-03-31 00:00:00-04:00,28.011383219191703,28.10024511430692,27.627057938050438,27.642608642578125,168362400
2015-04-01 00:00:00-04:00,27.729250645222354,27.795897495381485,27.347145653429575,27.602622985839844,162485600
2015-04-02 00:00:00-04:00,27.775901475674658,27.89364276992168,27.58929301571328,27.8403263092041,128880400
2015-04-06 00:00:00-04:00,27.651491582989873,28.32683952951182,27.62039017777961,28.29129409790039,148776000
2015-04-07 00:00:00-04:00,28.355718657681365,28.46235156172454,27.986944130091178,27.993608474731445,140049200
2015-04-08 00:00:00-04:00,27.958063414057815,28.080248717080543,27.762568624120924,27.902524948120117,149316800
